niche,temp,moist_level,sample_no,dry_mass,actual_moist,peak_area,ppm,ppm_corrected,hrs_incubation,flux_nmol_C2H4_g_hr,flux_mol_N_g_hr,flux_gram_N_g_hr,actual_moist_perc,group_mean,group_sd,moist_z,actual_moist_group
Moss,25,100,13,0.54,1.925925926,16830.7,2.06487,-2.59837,25,0,-1.392287061785729e-10,-1.9501347188314172e-9,192.5925926,66.79451647,67.30343902311257,1.8691181008863433,"(109,434]"
Moss,25,100,14,2.21,1.090497738,13570.6,1.73886,-2.92438,25,0,-3.828803561241106e-11,-5.36289028412358e-10,109.04977380000001,66.79451647,67.30343902311257,0.6278320683656179,"(62.7,109]"
Moss,25,100,15,3.61,0.540166205,13395.1,1.72131,-2.94193,25,0,-2.358015670176453e-11,-3.3028018087460525e-10,54.0166205,66.79451647,67.30343902311257,-0.18985502309342564,"(41.9,62.7]"
Moss,25,100,16,2.42,1.388429752,392541.2,39.63592,34.97268,25,1.254458667866627,4.181528892888756e-10,5.8569420744024944e-9,138.84297519999998,66.79451647,67.30343902311257,1.0705018907764567,"(109,434]"
Moss,25,100,17,3.5,0.562857143,20829.4,2.46474,-2.1985,25,0,-1.8175232680283626e-11,-2.545750315829287e-10,56.2857143,66.79451647,67.30343902311257,-0.15614064188296814,"(41.9,62.7]"
Moss,25,150,13,2.9,1.534482759,23348.3,2.71663,-1.94661,25,0,-1.9422382644465137e-11,-2.7204348698622985e-10,153.4482759,146.25343804,108.18579160149795,0.06650446193990216,"(109,434]"
Moss,25,150,14,4.54,0.544052863,19737.4,2.35554,-2.3077,25,0,-1.470770976176356e-11,-2.0600647832009366e-10,54.4052863,146.25343804,108.18579160149795,-0.8489853462303293,"(41.9,62.7]"
Moss,25,150,15,3.6,0.741666667,29323.8,3.31418,-1.34906,25,0,-1.0843021491777472e-11,-1.5187494912887952e-10,74.1666667,146.25343804,108.18579160149795,-0.6663238330365175,"(62.7,109]"
Moss,25,150,16,0.63,3.26984127,60996.7,6.48147,1.81823,25,0.250525004292867,8.350833476428901e-11,1.1696761925429668e-9,326.984127,146.25343804,108.18579160149795,1.6705584558249662,"(109,434]"
Moss,25,150,17,3.71,0.619946092,906847.1,91.06651,86.40327,25,2.0216179169168127,6.738726389722709e-10,9.438731892292908e-9,61.99460919999999,146.25343804,108.18579160149795,-0.7788345178483987,"(41.9,62.7]"
Moss,35,25,19,1.56,0.679487179,24222.1,2.80401,-2.65194,23.5,0,-5.2327838507759075e-11,-7.32940335626629e-10,67.9487179,63.472182345,44.76858797405757,0.09999277970513748,"(62.7,109]"
Moss,35,25,20,2.97,0.673400673,352792.6,35.66106,30.20511,23.5,0.9391585730587299,3.1305285768624326e-10,4.3848374617539035e-9,67.3400673,63.472182345,44.76858797405757,0.08639729618547176,"(62.7,109]"
Moss,35,25,21,4.3,0.639534884,37936,4.1754,-1.28055,23.5,0,-9.166885042799996e-12,-1.2839780872898672e-10,63.953488400000005,63.472182345,44.76858797405757,0.010750976896544315,"(62.7,109]"
Moss,35,25,22,3.11,0.257234727,31111.8,3.49298,-1.96297,23.5,0,-1.942884455159628e-11,-2.721339969808436e-10,25.7234727,63.472182345,44.76858797405757,-0.8431963426426263,"[20.1,41.9]"
Moss,35,25,23,3.53,0.252124646,11017.5,1.48355,-3.9724,23.5,0,-3.463952819035474e-11,-4.851854795038417e-10,25.2124646,63.472182345,44.76858797405757,-0.8546107768056184,"[20.1,41.9]"
Moss,35,50,19,5.06,0.488142292,0,0.3818,-5.07415,23.5,0,-3.086785737317842e-11,-4.323568178688982e-10,48.8142292,72.28443975,59.20569176895129,-0.39641814576868567,"(41.9,62.7]"
Moss,35,50,20,1.37,1.905109489,25647.5,2.94655,-2.5094,23.5,0,-5.638233098604695e-11,-7.897303954222638e-10,190.5109489,72.28443975,59.20569176895129,1.9968774220454333,"(109,434]"
Moss,35,50,21,4.03,0.245657568,15008.2,1.88262,-3.57333,23.5,0,-2.7293660150672037e-11,-3.8229410963241803e-10,24.5657568,72.28443975,59.20569176895129,-0.8059813427435483,"[20.1,41.9]"
Moss,35,50,22,4.05,0.555555556,157364,16.1182,10.66225,23.5,0.24311334175254856,8.103778058418286e-11,1.1350718813084742e-9,55.5555556,72.28443975,59.20569176895129,-0.28255533632279906,"(41.9,62.7]"
Moss,35,50,23,2.68,0.421641791,7057.4,1.08754,-4.36841,23.5,0,-5.017441282699105e-11,-7.027779481438156e-10,42.1641791,72.28443975,59.20569176895129,-0.5087392740472244,"(41.9,62.7]"
Moss,35,100,19,6.43,0.200622084,14649.8,1.84678,-3.60917,23.5,0,-1.7277864592065602e-11,-2.420058659816853e-10,20.0622084,66.79451647,67.30343902311257,-0.6943524543218621,"[20.1,41.9]"
Moss,35,100,20,5.47,0.44606947,19373.5,2.31915,-3.1368,23.5,0,-1.765197091453386e-11,-2.472458610086014e-10,44.606947000000005,66.79451647,67.30343902311257,-0.3296647213284391,"(41.9,62.7]"
Moss,35,100,21,4.93,0.367139959,80548,8.4366,2.98065,23.5,0.05583146427025744,1.8610488090085815e-11,2.60671523531405e-10,36.7139959,66.79451647,67.30343902311257,-0.44693883413104785,"[20.1,41.9]"
Moss,35,100,22,0.69,0.289855072,17714.8,2.15328,-3.30267,23.5,0,-1.4733631072756706e-10,-2.0636955034678137e-9,28.9855072,66.79451647,67.30343902311257,-0.5617693511473622,"[20.1,41.9]"
Moss,35,100,23,4.99,0.368737475,32421.2,3.62392,-1.83203,23.5,0,-1.1301230572711826e-11,-1.5829294626280274e-10,36.8737475,66.79451647,67.30343902311257,-0.44456523179632706,"[20.1,41.9]"
Moss,35,150,19,0.84,1.630952381,32448.8,3.62668,-1.82927,23.5,0,-6.703355101290538e-11,-9.389188389724617e-10,163.0952381,146.25343804,108.18579160149795,0.15567478696312284,"(109,434]"
Moss,35,150,20,0.51,2.843137255,33813.1,3.76311,-1.69284,23.5,0,-1.0217377429914112e-10,-1.43111740447578e-9,284.3137255,146.25343804,108.18579160149795,1.2761406596583833,"(109,434]"
Moss,35,150,21,0.72,1.722222222,93845.6,9.76636,4.31041,23.5,0.5528420135766623,1.842806711922208e-10,2.581164077188079e-9,172.2222222,146.25343804,108.18579160149795,0.24003876826687143,"(109,434]"
Moss,35,150,22,2.86,0.667832168,20508.4,2.43264,-3.02331,23.5,0,-3.2539460464735546e-11,-4.557704608914114e-10,66.7832168,146.25343804,108.18579160149795,-0.7345717035812643,"(62.7,109]"
Moss,35,150,23,4.44,0.391891892,74901.1,7.87191,2.41596,23.5,0.05024834062454859,1.6749446874849526e-11,2.3460447754195485e-10,39.1891892,146.25343804,108.18579160149795,-0.9896331787668646,"[20.1,41.9]"
