"","data_file","niche","sample_no","temp","moist_level","peaka rea","ppm","Bag_ID","bag_avg","avg_blank","ppm_corrected"
"413","2022_09_08_REH_clim_exp2_120","Litter",8,"35 C",0.5,188622,16.94166,"A",6.220324,12.612708,-1.891372
"414","2022_09_08_REH_clim_exp2_121","Litter",9,"35 C",0.5,170960.2,15.528716,"A",6.220324,12.612708,-3.304316
"415","2022_09_08_REH_clim_exp2_123","Litter",1,"35 C",1,284392,24.60326,"A",6.220324,12.612708,5.770228
"416","2022_09_08_REH_clim_exp2_124","Litter",2,"35 C",1,308144.2,26.503436,"A",6.220324,12.612708,7.670404
"417","2022_09_08_REH_clim_exp2_125","Litter",3,"35 C",1,111135.6,10.742748,"A",6.220324,12.612708,-8.090284
"418","2022_09_08_REH_clim_exp2_126","Litter",4,"35 C",1,186572.8,16.777724,"A",6.220324,12.612708,-2.055308
"419","2022_09_08_REH_clim_exp2_127","Litter",5,"35 C",1,159810.1,14.636708,"A",6.220324,12.612708,-4.196324
"420","2022_09_08_REH_clim_exp2_128","Litter",6,"35 C",1,254044.1,22.175428,"A",6.220324,12.612708,3.342396
"421","2022_09_08_REH_clim_exp2_129","Litter",7,"35 C",1,306829.1,26.398228,"A",6.220324,12.612708,7.565196
"422","2022_09_08_REH_clim_exp2_130","Litter",8,"35 C",1,139071.3,12.977604,"A",6.220324,12.612708,-5.855428
"423","2022_09_08_REH_clim_exp2_131","Litter",9,"35 C",1,203366.5,18.12122,"A",6.220324,12.612708,-0.711812000000002
"424","2022_09_08_REH_clim_exp2_133","Litter",1,"35 C",1.5,315786.3,27.114804,"A",6.220324,12.612708,8.281772
"425","2022_09_08_REH_clim_exp2_134","Litter",2,"35 C",1.5,141128.3,13.142164,"A",6.220324,12.612708,-5.690868
"426","2022_09_08_REH_clim_exp2_135","Litter",3,"35 C",1.5,259813.5,22.63698,"A",6.220324,12.612708,3.803948
"427","2022_09_08_REH_clim_exp2_136","Litter",4,"35 C",1.5,103112.5,10.1009,"A",6.220324,12.612708,-8.732132
"428","2022_09_08_REH_clim_exp2_137","Litter",5,"35 C",1.5,277276.4,24.034012,"A",6.220324,12.612708,5.20098
"429","2022_09_08_REH_clim_exp2_138","Litter",6,"35 C",1.5,179932.2,16.246476,"A",6.220324,12.612708,-2.586556
"430","2022_09_08_REH_clim_exp2_139","Litter",7,"35 C",1.5,188900.3,16.963924,"A",6.220324,12.612708,-1.869108
"431","2022_09_08_REH_clim_exp2_140","Litter",8,"35 C",1.5,138962.4,12.968892,"A",6.220324,12.612708,-5.86414
"432","2022_09_08_REH_clim_exp2_141","Litter",9,"35 C",1.5,253298.6,22.115788,"A",6.220324,12.612708,3.282756
